region,subject,Time,condition,Value
InsulaR,14,143.3333,vaa_iaa,-0.43818580088786663
InsulaR,14,144.16670000000002,vaa_iaa,-0.42717880070845304
InsulaR,14,145,vaa_iaa,-0.408557515274228
InsulaR,14,145.8333,vaa_iaa,-0.383365604387997
InsulaR,14,146.66670000000002,vaa_iaa,-0.352747750139936
InsulaR,14,147.5,vaa_iaa,-0.317920918925568
InsulaR,14,148.3333,vaa_iaa,-0.28014448125649094
InsulaR,14,149.16670000000002,vaa_iaa,-0.240689878724954
InsulaR,14,150,vaa_iaa,-0.20081052964309698
InsulaR,14,150.8333,vaa_iaa,-0.16171265141404295
InsulaR,14,151.6667,vaa_iaa,-0.12452764906734504
InsulaR,14,152.5,vaa_iaa,-0.09028667641397092
InsulaR,14,153.3333,vaa_iaa,-0.059897920069958976
InsulaR,14,154.1667,vaa_iaa,-0.03412708857895297
InsulaR,14,155,vaa_iaa,-0.01358151070029795
InsulaR,14,155.8333,vaa_iaa,0.0013018394933480004
InsulaR,14,156.6667,vaa_iaa,0.01026416569647498
InsulaR,14,157.5,vaa_iaa,0.013228392283177959
InsulaR,14,158.3333,vaa_iaa,0.010298397167387008
InsulaR,14,159.1667,vaa_iaa,0.0017540027247559264
InsulaR,14,160,vaa_iaa,-0.01195811179763992
InsulaR,14,160.8333,vaa_iaa,-0.030237322467508043
InsulaR,14,161.6667,vaa_iaa,-0.052345459869109934
InsulaR,14,162.5,vaa_iaa,-0.07742628272420538
InsulaR,14,163.33329999999998,vaa_iaa,-0.10452754857628765
InsulaR,14,164.1667,vaa_iaa,-0.13262515102709427
InsulaR,14,165,vaa_iaa,-0.16064875253867988
InsulaR,14,165.83329999999998,vaa_iaa,-0.18750831478179797
InsulaR,14,166.6667,vaa_iaa,-0.21212091537411704
InsulaR,14,167.5,vaa_iaa,-0.233437240734506
InsulaR,14,168.33329999999998,vaa_iaa,-0.250467159485822
InsulaR,14,169.1667,vaa_iaa,-0.26230380885333704
InsulaR,14,170,vaa_iaa,-0.26814566702046705
InsulaR,14,170.83329999999998,vaa_iaa,-0.2673161363229829
InsulaR,14,171.6667,vaa_iaa,-0.2592802241547949
InsulaR,14,172.5,vaa_iaa,-0.24365797896381391
InsulaR,14,173.3333,vaa_iaa,-0.22023441600972893
InsulaR,14,174.16670000000002,vaa_iaa,-0.18896574977128
InsulaR,14,175,vaa_iaa,-0.149981835076211
InsulaR,14,175.8333,vaa_iaa,-0.1035848051884719
InsulaR,14,176.66670000000002,vaa_iaa,-0.050243980232066
InsulaR,14,177.5,vaa_iaa,0.00941279847955201
InsulaR,14,178.3333,vaa_iaa,0.07461117525119998
InsulaR,14,179.16670000000002,vaa_iaa,0.14444532411322708
InsulaR,14,180,vaa_iaa,0.21789566355150003
InsulaR,14,180.8333,vaa_iaa,0.29384882170848803
InsulaR,14,181.6667,vaa_iaa,0.3711193888797961
InsulaR,14,182.5,vaa_iaa,0.44847296238434714
InsulaR,14,183.3333,vaa_iaa,0.5246499689697142
InsulaR,14,184.1667,vaa_iaa,0.5983897420930024
InsulaR,14,185,vaa_iaa,0.6684543356724648
InsulaR,14,185.8333,vaa_iaa,0.7336515719308245
InsulaR,14,186.6667,vaa_iaa,0.7928568481741509
InsulaR,14,187.5,vaa_iaa,0.8450332649381334
InsulaR,14,188.3333,vaa_iaa,0.8892496848265602
InsulaR,14,189.1667,vaa_iaa,0.9246963862986683
InsulaR,14,190,vaa_iaa,0.9506980381974761
InsulaR,14,190.8333,vaa_iaa,0.9667237873819893
InsulaR,14,191.6667,vaa_iaa,0.972394321766912
