subject,condition,trial,band,angle_rad
11,a50_ay,6,Theta,4.051214421683917
11,a50_ay,7,Theta,3.355906337480734
11,a50_ay,8,Theta,3.908213605412661
11,a50_ay,9,Theta,2.9178130498135437
11,a50_ay,10,Theta,3.55051770804262
11,a50_ay,11,Theta,3.0839531726857863
11,a50_ay,13,Theta,3.278603492314903
11,a50_ay,14,Theta,3.3979361189595414
11,a50_ay,15,Theta,3.316813872820697
11,a50_ay,16,Theta,3.397655115274278
11,a50_ay,17,Theta,2.4620810258764823
11,a50_ay,18,Theta,2.4135178850108603
11,a50_ay,19,Theta,3.6850948348078325
11,a50_ay,20,Theta,3.1169054413873147
11,a50_ay,21,Theta,3.2150357518382227
11,a50_ay,22,Theta,3.160918921829166
11,a50_ay,23,Theta,3.2348766045297594
11,a50_ay,24,Theta,3.3150486729345
11,a50_ay,25,Theta,3.4106943189687664
11,a50_ay,26,Theta,3.1483750905717094
11,a50_ay,27,Theta,3.405933777793763
11,a50_ay,28,Theta,2.7667344650133487
11,a50_ay,29,Theta,3.6412350594128635
11,a50_ay,30,Theta,4.003598902367925
11,a50_ay,1,Alpha,2.1223477775609347
11,a50_ay,2,Alpha,5.154786273435397
11,a50_ay,3,Alpha,2.7451621282983467
11,a50_ay,4,Alpha,2.377073063348075
11,a50_ay,5,Alpha,2.880227664806678
11,a50_ay,6,Alpha,3.2975561471744452
11,a50_ay,7,Alpha,3.7074723138737204
11,a50_ay,8,Alpha,4.103174379761407
11,a50_ay,9,Alpha,2.1965377042339878
11,a50_ay,10,Alpha,2.866060048195901
11,a50_ay,11,Alpha,3.273812775819312
11,a50_ay,13,Alpha,1.784964265427438
11,a50_ay,14,Alpha,3.106482834101517
11,a50_ay,15,Alpha,2.9112594186664125
11,a50_ay,16,Alpha,3.1564763793390376
11,a50_ay,17,Alpha,1.4216376499513297
11,a50_ay,18,Alpha,2.0078774512741404
11,a50_ay,19,Alpha,3.0587906293738767
11,a50_ay,20,Alpha,4.115552140679549
11,a50_ay,21,Alpha,3.018520309593896
11,a50_ay,22,Alpha,3.0744225896839574
11,a50_ay,23,Alpha,2.809311593628137
11,a50_ay,24,Alpha,3.1458687062499404
11,a50_ay,25,Alpha,3.4467294135657363
11,a50_ay,26,Alpha,2.649603082357092
11,a50_ay,27,Alpha,3.4303511616275344
11,a50_ay,28,Alpha,2.795827752688087
11,a50_ay,29,Alpha,3.9326342778725505
11,a50_ay,30,Alpha,4.076083360792376
11,a50_ay,1,Beta,0.8474893014288459
11,a50_ay,2,Beta,0.6401188756083949
11,a50_ay,3,Beta,2.315677500132446
11,a50_ay,4,Beta,1.4355629447036407
11,a50_ay,5,Beta,4.34374755282416
11,a50_ay,6,Beta,1.2752022158930534
11,a50_ay,7,Beta,1.0920517437385333
11,a50_ay,8,Beta,4.693095297089981
11,a50_ay,9,Beta,3.7085218424204336
11,a50_ay,10,Beta,2.436122679034245
11,a50_ay,11,Beta,4.351736683039588
11,a50_ay,13,Beta,1.7731651819212602
11,a50_ay,14,Beta,4.821609292156505
11,a50_ay,15,Beta,5.458102522544765
11,a50_ay,16,Beta,4.306962352273195
11,a50_ay,17,Beta,2.133748769842651
11,a50_ay,18,Beta,5.731857728694916
11,a50_ay,19,Beta,4.06360895581632
11,a50_ay,20,Beta,5.018230823138991
11,a50_ay,21,Beta,2.8934365541290727
11,a50_ay,22,Beta,2.8938260266333566
11,a50_ay,23,Beta,3.241340809863567
11,a50_ay,24,Beta,1.5730874929273322
11,a50_ay,25,Beta,2.4123056247878316
11,a50_ay,26,Beta,2.849933191929825
11,a50_ay,27,Beta,0.4424293241405934
11,a50_ay,28,Beta,2.0274405336082406
11,a50_ay,29,Beta,4.806667826050319
11,a50_ay,30,Beta,5.89798942846209
11,a50_an,1,Delta,5.215049754566568
11,a50_an,2,Delta,5.664250155798706
11,a50_an,3,Delta,4.386186922067056
11,a50_an,4,Delta,1.510656502290023
11,a50_an,5,Delta,1.6134516769722225
11,a50_an,6,Delta,4.959598603509323
11,a50_an,7,Delta,1.9100091060703204
11,a50_an,8,Delta,0.14173898531369844
11,a50_an,9,Delta,6.097668156828537
11,a50_an,10,Delta,5.2504762977081505
11,a50_an,11,Delta,5.914886165057698
11,a50_an,12,Delta,4.8027133440846415
11,a50_an,13,Delta,4.876972165723213
11,a50_an,14,Delta,4.705874495090514
11,a50_an,15,Delta,1.3297747928807677
11,a50_an,16,Delta,6.1878237251593085
11,a50_an,17,Delta,5.207577960657806
11,a50_an,18,Delta,6.121674740644209
11,a50_an,19,Delta,5.479096793248521
11,a50_an,20,Delta,5.632675777089499
11,a50_an,21,Delta,5.607753763135298
11,a50_an,22,Delta,1.895259471410336
11,a50_an,23,Delta,5.263604122958092
11,a50_an,24,Delta,5.387248563320215
11,a50_an,25,Delta,5.791654426884687
11,a50_an,26,Delta,5.783263899222345
11,a50_an,27,Delta,0.292409926066692
11,a50_an,28,Delta,4.774956190599199
11,a50_an,29,Delta,5.639819306833552
11,a50_an,30,Delta,0.8316370900749036
11,a50_an,1,Theta,0.10303733066611546
11,a50_an,2,Theta,6.019511214875222
11,a50_an,3,Theta,2.8988191186636953
11,a50_an,4,Theta,1.046922512677165
11,a50_an,5,Theta,2.2495972790045746
11,a50_an,6,Theta,1.8100982850932956
11,a50_an,7,Theta,6.263306114016806
11,a50_an,8,Theta,1.7360346781287666
11,a50_an,9,Theta,5.657438897084778
11,a50_an,10,Theta,2.130844664064734
11,a50_an,11,Theta,5.953147507453513
11,a50_an,12,Theta,5.281045449955998
11,a50_an,13,Theta,2.8912773987355207
11,a50_an,14,Theta,3.851182154934664
11,a50_an,15,Theta,1.9086206232425431
11,a50_an,16,Theta,4.578119379112865
11,a50_an,17,Theta,5.616253852020092
11,a50_an,18,Theta,5.722680102786281
11,a50_an,19,Theta,0.48219485931775835
11,a50_an,20,Theta,0.7053920705805714
11,a50_an,21,Theta,0.011883182219433642
11,a50_an,22,Theta,2.6747352214108275
11,a50_an,23,Theta,2.492053101229935
11,a50_an,24,Theta,2.4290368104367386
11,a50_an,25,Theta,0.5005436436240158
11,a50_an,26,Theta,6.254499379122565
11,a50_an,27,Theta,0.20075265745127976
11,a50_an,28,Theta,5.070424918920976
11,a50_an,29,Theta,1.2155734223698405
11,a50_an,30,Theta,0.15874380697632284
11,a50_an,1,Alpha,0.9267268398283314
11,a50_an,2,Alpha,1.5893593666057177
11,a50_an,3,Alpha,0.5371952163730842
11,a50_an,4,Alpha,3.856732347373229
11,a50_an,5,Alpha,1.5324060586726662
11,a50_an,6,Alpha,3.033279220371607
11,a50_an,7,Alpha,1.3713400016230335
11,a50_an,8,Alpha,3.0656658253753033
11,a50_an,9,Alpha,4.307465852432086
11,a50_an,10,Alpha,2.411404984169416
11,a50_an,11,Alpha,5.694376762528891
11,a50_an,12,Alpha,5.345667661505588
11,a50_an,13,Alpha,2.548124610692906
11,a50_an,14,Alpha,2.9513116053591357
11,a50_an,15,Alpha,2.78691454192484
11,a50_an,16,Alpha,2.7389579966572417
11,a50_an,17,Alpha,5.544489100852577
11,a50_an,18,Alpha,4.097892086315477
11,a50_an,19,Alpha,1.2399792377873804
11,a50_an,20,Alpha,2.8248197429266626
11,a50_an,21,Alpha,1.750176288243689
11,a50_an,22,Alpha,3.3499811532303365
11,a50_an,23,Alpha,2.246026865418051
11,a50_an,24,Alpha,2.6616349680473066
11,a50_an,25,Alpha,1.668660455293821
11,a50_an,26,Alpha,0.2958574057797057
11,a50_an,27,Alpha,0.7278288416113674
11,a50_an,28,Alpha,4.4599573207271614
11,a50_an,29,Alpha,5.639688095630006
11,a50_an,30,Alpha,0.04687243540391298
11,a50_an,1,Beta,1.3281929901654548
11,a50_an,2,Beta,1.5543896312250673
11,a50_an,3,Beta,5.733955419239185
11,a50_an,4,Beta,3.150990837776956
11,a50_an,5,Beta,1.372286724808703
11,a50_an,6,Beta,4.388882196409803
11,a50_an,7,Beta,2.2435912097693658
11,a50_an,8,Beta,2.4007984682495964
11,a50_an,9,Beta,4.663533410185154
11,a50_an,10,Beta,1.4569926961649398
11,a50_an,11,Beta,3.9886501433485098
11,a50_an,12,Beta,4.821491759868264
11,a50_an,13,Beta,2.2061109196612576
11,a50_an,14,Beta,1.5042787358639174
11,a50_an,15,Beta,4.126730867588262
11,a50_an,16,Beta,3.1487252571859288
11,a50_an,17,Beta,0.004874655911841405
11,a50_an,18,Beta,5.4644911499131466
11,a50_an,19,Beta,1.1688880038215024
11,a50_an,20,Beta,0.9706986412706582
11,a50_an,21,Beta,1.0611849337236838
11,a50_an,22,Beta,5.021093652130309
11,a50_an,23,Beta,0.1843557236931798
11,a50_an,24,Beta,3.2843533826555777
11,a50_an,25,Beta,1.9092769094286484
11,a50_an,26,Beta,5.924648996723754
11,a50_an,27,Beta,2.5000371341002925
11,a50_an,28,Beta,3.01172255931279
11,a50_an,29,Beta,0.6742524884334083
11,a50_an,30,Beta,4.967236251720631
12,a50_an,1,Delta,5.350600289787948
12,a50_an,2,Delta,3.8768702398735613
12,a50_an,3,Delta,1.0774236027613082
12,a50_an,4,Delta,3.614304603166648
12,a50_an,5,Delta,5.0037396104348595
12,a50_an,6,Delta,4.710316796687169
12,a50_an,7,Delta,4.740740121056888
12,a50_an,8,Delta,5.860732292145303
12,a50_an,9,Delta,4.260364782505089
12,a50_an,10,Delta,0.3745555174299658
12,a50_an,12,Delta,3.6448675978603955
12,a50_an,13,Delta,5.261576983795118
12,a50_an,14,Delta,0.030759463197519026
12,a50_an,15,Delta,5.519685011863015
12,a50_an,16,Delta,4.4408633430799105
12,a50_an,17,Delta,4.18144155960979
12,a50_an,18,Delta,5.269539064911135
12,a50_an,19,Delta,1.550183125876636
12,a50_an,20,Delta,2.8944661119474704
12,a50_an,21,Delta,1.5269269470134212
12,a50_an,22,Delta,1.4443819828077022
12,a50_an,23,Delta,1.1069741711661585
12,a50_an,24,Delta,5.126947726257269
12,a50_an,25,Delta,3.684811793090045
12,a50_an,26,Delta,1.716902705430926
12,a50_an,27,Delta,0.6360433391359833
12,a50_an,28,Delta,2.0031838232266415
12,a50_an,29,Delta,1.8078917376550319
12,a50_an,30,Delta,5.537600995209186
12,a50_an,1,Theta,5.089034939750235
12,a50_an,2,Theta,3.1009443603161486
12,a50_an,3,Theta,1.2055799633218225
12,a50_an,4,Theta,3.2925025028236634
12,a50_an,5,Theta,0.04744145747249833
12,a50_an,6,Theta,4.01610896530379
12,a50_an,7,Theta,3.606429027901914
12,a50_an,8,Theta,4.6634823364577045
12,a50_an,9,Theta,2.264231477560951
12,a50_an,10,Theta,1.8210405507103804
12,a50_an,12,Theta,2.1759339901875787
12,a50_an,13,Theta,5.679181520569175
12,a50_an,14,Theta,5.9910222965280715
12,a50_an,15,Theta,5.071972434402598
12,a50_an,16,Theta,1.8062776044271498
12,a50_an,17,Theta,4.593801343643803
12,a50_an,18,Theta,6.168492559298308
12,a50_an,19,Theta,0.4843329009653965
12,a50_an,20,Theta,3.416634283973985
12,a50_an,21,Theta,3.252600680846816
12,a50_an,22,Theta,4.744073741006316
12,a50_an,23,Theta,1.8566525596032013
12,a50_an,24,Theta,1.7385698340906652
12,a50_an,25,Theta,3.0638764281981667
12,a50_an,26,Theta,1.2813146498455175
12,a50_an,27,Theta,4.063016697649475
12,a50_an,28,Theta,3.061295435881767
12,a50_an,29,Theta,2.8043274055251883
12,a50_an,30,Theta,0.5153039382314172
12,a50_an,1,Alpha,3.2080430512181524
12,a50_an,2,Alpha,0.9305509801727382
12,a50_an,3,Alpha,0.8260659966500681
12,a50_an,4,Alpha,3.8198468718047436
12,a50_an,5,Alpha,5.831793049532575
12,a50_an,6,Alpha,4.147684156930398
12,a50_an,7,Alpha,4.083242357725462
12,a50_an,8,Alpha,4.701771762562114
12,a50_an,9,Alpha,3.3645160459001002
12,a50_an,10,Alpha,3.9281903042444997
12,a50_an,12,Alpha,2.3162183959813585
12,a50_an,13,Alpha,2.733344535174678
12,a50_an,14,Alpha,3.855332517825304
12,a50_an,15,Alpha,5.219263994045893
12,a50_an,16,Alpha,3.81902090101541
12,a50_an,17,Alpha,5.584982319618184
12,a50_an,18,Alpha,6.119656965855326
12,a50_an,19,Alpha,5.885298826006552
12,a50_an,20,Alpha,4.54273605785983
12,a50_an,21,Alpha,3.718048395488251
12,a50_an,22,Alpha,4.855016691164469
12,a50_an,23,Alpha,2.609726128188464
12,a50_an,24,Alpha,2.706260479433318
12,a50_an,25,Alpha,3.678476706448029
12,a50_an,26,Alpha,5.04229375202511
12,a50_an,27,Alpha,2.944466793490566
12,a50_an,28,Alpha,3.3582030143721955
12,a50_an,29,Alpha,3.4949740278563164
12,a50_an,30,Alpha,2.019347384922988
12,a50_an,1,Beta,3.6527831974468707
12,a50_an,2,Beta,0.012683799722938179
12,a50_an,3,Beta,1.9116568820292141
12,a50_an,4,Beta,4.288561093463139
12,a50_an,5,Beta,4.242547445103498
12,a50_an,6,Beta,4.80661639662551
12,a50_an,7,Beta,2.757318041232463
12,a50_an,8,Beta,4.001090943216216
12,a50_an,9,Beta,4.850172457240744
12,a50_an,10,Beta,5.058090239566208
12,a50_an,12,Beta,3.8583671948933733
12,a50_an,13,Beta,3.74561751448365
12,a50_an,14,Beta,4.1430047888318295
12,a50_an,15,Beta,5.8868562684978905
12,a50_an,16,Beta,5.062405174364012
12,a50_an,17,Beta,4.429530538818416
12,a50_an,18,Beta,4.646603092915958
12,a50_an,19,Beta,5.314022435535639
12,a50_an,20,Beta,4.935344424517707
12,a50_an,21,Beta,4.825031610026636
12,a50_an,22,Beta,1.2355500646667035
12,a50_an,23,Beta,2.9443313674147396
12,a50_an,24,Beta,3.3982657316468696
12,a50_an,25,Beta,3.464088860410405
12,a50_an,26,Beta,1.8147456774423287
12,a50_an,27,Beta,3.773605491872277
12,a50_an,28,Beta,5.270609749165555
12,a50_an,29,Beta,2.694492169027575
12,a50_an,30,Beta,5.253523637156502
12,a50_ay,1,Delta,2.114910858116962
12,a50_ay,2,Delta,3.5746881929333036
12,a50_ay,3,Delta,2.1893701506926897
12,a50_ay,4,Delta,3.9935022160532645
12,a50_ay,5,Delta,4.142679708590006
12,a50_ay,6,Delta,2.079142841820191
12,a50_ay,7,Delta,1.6468066148834495
12,a50_ay,8,Delta,3.7161305130277613
12,a50_ay,9,Delta,4.032529637209958
12,a50_ay,11,Delta,5.425769629807708
12,a50_ay,12,Delta,2.0795403682796616
12,a50_ay,13,Delta,3.8911419696473457
12,a50_ay,14,Delta,4.154726801039519
12,a50_ay,15,Delta,2.301665080855918
12,a50_ay,16,Delta,1.6244728285476715
12,a50_ay,17,Delta,1.7798825414359911
12,a50_ay,18,Delta,2.2760491952345014
12,a50_ay,19,Delta,1.9190156899568707
12,a50_ay,20,Delta,4.336607821458255
12,a50_ay,21,Delta,4.318076207613349
12,a50_ay,22,Delta,1.7513442623494004
12,a50_ay,23,Delta,4.1139669578678415
12,a50_ay,24,Delta,2.231460456682447
12,a50_ay,25,Delta,2.2788238428704006
12,a50_ay,26,Delta,1.964245541897154
12,a50_ay,27,Delta,4.430647585504335
12,a50_ay,28,Delta,2.1071851043530216
12,a50_ay,29,Delta,2.8089194980386067
