subject,condition,trial,band,angle_rad
10,is_s,1,Delta,5.325038769242017
10,is_s,2,Delta,5.013805320587138
10,is_s,3,Delta,5.046219023185987
10,is_s,4,Delta,4.909046266075747
10,is_s,5,Delta,4.841458051661024
10,is_s,6,Delta,1.6038976751390455
10,is_s,7,Delta,2.909156642700718
10,is_s,8,Delta,1.800796183118958
10,is_s,9,Delta,4.5333251353235715
10,is_s,10,Delta,5.0524369982231105
10,is_s,11,Delta,5.0475761873420115
10,is_s,12,Delta,4.53218745496323
10,is_s,13,Delta,4.897537960341015
10,is_s,14,Delta,4.953285318085209
10,is_s,15,Delta,5.196416240996909
10,is_s,16,Delta,2.5497197064175654
10,is_s,17,Delta,5.246851181394354
10,is_s,18,Delta,5.2862874429373425
10,is_s,19,Delta,5.403020860872081
10,is_s,20,Delta,1.5588779971665443
10,is_s,21,Delta,0.6349389985347386
10,is_s,22,Delta,6.2519215517220035
10,is_s,23,Delta,4.936273833633683
10,is_s,24,Delta,5.225850397695263
10,is_s,25,Delta,1.9809399692537972
10,is_s,26,Delta,5.983004565992141
10,is_s,27,Delta,4.702287278688948
10,is_s,28,Delta,5.889050347765736
10,is_s,29,Delta,4.249389615861796
10,is_s,30,Delta,4.704277105020224
10,is_s,31,Delta,3.7663754213774667
10,is_s,32,Delta,1.3538099587297447
10,is_s,33,Delta,0.8151737597203271
10,is_s,34,Delta,5.658047726366442
10,is_s,35,Delta,5.32434512827657
10,is_s,36,Delta,1.1197640592861537
10,is_s,38,Delta,4.98283576073523
10,is_s,39,Delta,4.851034250627415
10,is_s,40,Delta,0.5799289578548189
10,is_s,41,Delta,4.7925317578311954
10,is_s,42,Delta,0.9457671898546268
10,is_s,43,Delta,1.603285399126614
10,is_s,44,Delta,1.5860323921138924
10,is_s,45,Delta,4.594680931454901
10,is_s,46,Delta,1.1934048336125636
10,is_s,48,Delta,5.624932637677683
10,is_s,49,Delta,2.5507888389018096
10,is_s,50,Delta,5.11542231097056
10,is_s,51,Delta,4.554582566571747
10,is_s,52,Delta,5.435824268307899
10,is_s,53,Delta,2.2948054445845205
10,is_s,54,Delta,0.7350338757425459
10,is_s,55,Delta,1.1637424242133227
10,is_s,56,Delta,5.035629997092657
10,is_s,57,Delta,1.368200112279714
10,is_s,58,Delta,0.8497955209250219
10,is_s,59,Delta,1.9367409337049755
10,is_s,60,Delta,5.990194955688347
10,is_s,1,Theta,0.8050282915127889
10,is_s,2,Theta,5.301849595309038
