condition,band,n_subjects,itpc_mean,angle_mean_rad,angle_vector_mean,angle_vector_real,angle_vector_imag
is_s,Alpha,19,0.18027593840271008,1.9228782859562652,0.08292967043141343,-0.02859852892809805,0.07784249726859735
is_s,Beta,19,0.14935910501102453,4.5190286967659805,0.04554892345724892,-0.008752573420257766,-0.04470007703167096
is_s,Delta,19,0.41421166165322704,1.3102564243043757,0.1194242054507358,0.03076394650710273,0.11539376258207233
is_s,Theta,19,0.30524595587260367,1.4461962357239557,0.13922080267663392,0.017302073826691817,0.13814148594546805
vs_s,Alpha,19,0.22180884715126944,1.8413105198602404,0.08898388839535468,-0.02377889449361948,0.08574786627443419
vs_s,Beta,19,0.16624037791064003,4.302090511470961,0.09009092678743649,-0.0359357429589152,-0.08261354288135825
vs_s,Delta,19,0.3699440844762513,5.64404082233545,0.05550302071321483,0.04454707820310374,-0.03310805237186437
vs_s,Theta,19,0.34520976886964866,1.2072749771810551,0.11240898558969435,0.039969000227859076,0.10506311941918302
