subject,condition,trial,band,angle_rad
11,a50_an,1,Theta,2.8881952702605385
11,a50_an,2,Theta,5.359733193623408
11,a50_an,3,Theta,0.006262327510096027
11,a50_an,4,Theta,2.1513786126266075
11,a50_an,5,Theta,5.507432760624381
11,a50_an,6,Theta,4.17529009129019
11,a50_an,7,Theta,2.19469200503161
11,a50_an,8,Theta,6.118445454369028
11,a50_an,9,Theta,2.0310281045592147
11,a50_an,10,Theta,2.9452257643703073
11,a50_an,11,Theta,1.6589165140676632
11,a50_an,12,Theta,5.304394070952519
11,a50_an,13,Theta,0.9166083201300473
11,a50_an,14,Theta,0.602205884276659
11,a50_an,15,Theta,4.116415928386135
11,a50_an,16,Theta,4.0792764761848765
11,a50_an,17,Theta,3.6774680907433464
11,a50_an,18,Theta,4.952583799632011
11,a50_an,19,Theta,2.052881917408991
11,a50_an,20,Theta,4.423893957392217
11,a50_an,21,Theta,0.0825157989032539
11,a50_an,22,Theta,4.909491885524529
11,a50_an,23,Theta,2.0485841741303936
11,a50_an,24,Theta,4.083309363817122
11,a50_an,25,Theta,2.656581845738847
11,a50_an,26,Theta,2.557889017126223
11,a50_an,27,Theta,4.460821743201206
11,a50_an,28,Theta,2.8652722590541635
11,a50_an,29,Theta,3.139668360368274
11,a50_an,30,Theta,2.2854262805174046
11,a50_an,1,Alpha,1.017469145638239
11,a50_an,2,Alpha,2.921029832423399
11,a50_an,3,Alpha,1.976417239967171
11,a50_an,4,Alpha,1.3544858399163382
11,a50_an,5,Alpha,2.9099210673889813
11,a50_an,6,Alpha,2.708089704242748
11,a50_an,7,Alpha,1.5881713058104117
11,a50_an,8,Alpha,5.04107580488986
11,a50_an,9,Alpha,1.4162453551683558
11,a50_an,10,Alpha,6.00888555984755
11,a50_an,11,Alpha,4.170684706303135
11,a50_an,12,Alpha,0.8394982152236259
11,a50_an,13,Alpha,4.882996031472008
11,a50_an,14,Alpha,4.353878959179445
11,a50_an,15,Alpha,3.5422927441023617
11,a50_an,16,Alpha,2.6387573195638474
11,a50_an,17,Alpha,4.620194546417886
11,a50_an,18,Alpha,3.02938246394046
11,a50_an,19,Alpha,4.276978647352276
11,a50_an,20,Alpha,1.9590122464522468
11,a50_an,21,Alpha,1.575186678910932
11,a50_an,22,Alpha,3.2662467006508233
11,a50_an,23,Alpha,3.7975693675553224
