region,Time,condition,Value,SE
AGR,-106.6667,iaa_bi,-0.046428155,0.074180294
AGR,-105.8333,iaa_bi,-0.05376386,0.072321376
AGR,-105,iaa_bi,-0.060114967,0.070325556
AGR,-104.1667,iaa_bi,-0.065414151,0.068238378
AGR,-103.3333,iaa_bi,-0.069610971,0.066113494
AGR,-102.5,iaa_bi,-0.07267265,0.064011673
AGR,-101.6667,iaa_bi,-0.0745845,0.061998925
AGR,-100.8333,iaa_bi,-0.075349998,0.060143492
AGR,-100,iaa_bi,-0.07499051,0.058511562
AGR,-99.1667,iaa_bi,-0.073544673,0.057161815
AGR,-98.3333,iaa_bi,-0.071067455,0.056139319
AGR,-97.5,iaa_bi,-0.0676289,0.055469806
AGR,-96.6667,iaa_bi,-0.063312609,0.055155592
AGR,-95.8333,iaa_bi,-0.058213972,0.055174296
AGR,-95,iaa_bi,-0.052438198,0.055480801
AGR,-94.1667,iaa_bi,-0.046098184,0.056012014
AGR,-93.3333,iaa_bi,-0.039312276,0.056693268
AGR,-92.5,iaa_bi,-0.03220195,0.057445049
AGR,-91.6667,iaa_bi,-0.02488949,0.058189013
AGR,-90.8333,iaa_bi,-0.017495684,0.058852777
AGR,-90,iaa_bi,-0.010137602,0.05937339
AGR,-89.1667,iaa_bi,-0.002926499,0.059699676
AGR,-88.3333,iaa_bi,0.004034121,0.059793728
AGR,-87.5,iaa_bi,0.010650238,0.059631824
AGR,-86.6667,iaa_bi,0.016838812,0.059204971
AGR,-85.8333,iaa_bi,0.022529017,0.058519211
AGR,-85,iaa_bi,0.027663191,0.057595751
AGR,-84.1667,iaa_bi,0.032197485,0.056470893
AGR,-83.3333,iaa_bi,0.036102206,0.055195649
AGR,-82.5,iaa_bi,0.039361852,0.053834836
AGR,-81.6667,iaa_bi,0.04197484,0.052465278
AGR,-80.8333,iaa_bi,0.043952946,0.051172658
AGR,-80,iaa_bi,0.045320475,0.050046537
AGR,-79.1667,iaa_bi,0.046113175,0.049173277
AGR,-78.3333,iaa_bi,0.046376943,0.048627231
AGR,-77.5,iaa_bi,0.046166336,0.048461489
AGR,-76.6667,iaa_bi,0.045542946,0.048700311
AGR,-75.8333,iaa_bi,0.044573659,0.049335502
AGR,-75,iaa_bi,0.043328853,0.05032787
AGR,-74.1667,iaa_bi,0.041880584,0.05161324
