"region","Time","condition","Value"
"AGR",-200,"vaa_ba",-0.0695500182491452
"AGR",-199.1667,"vaa_ba",-0.0643814372857826
"AGR",-198.3333,"vaa_ba",-0.0601622727330262
"AGR",-197.5,"vaa_ba",-0.0569366535715364
"AGR",-196.6667,"vaa_ba",-0.0547331734622828
"AGR",-195.8333,"vaa_ba",-0.053564495035131
"AGR",-195,"vaa_ba",-0.0534272414758462
"AGR",-194.1667,"vaa_ba",-0.0543021742516843
"AGR",-193.3333,"vaa_ba",-0.0561546501372511
"AGR",-192.5,"vaa_ba",-0.05893534523786
"AGR",-191.6667,"vaa_ba",-0.0625812285723947
"AGR",-190.8333,"vaa_ba",-0.0670167630782685
"AGR",-190,"vaa_ba",-0.0721553077331783
"AGR",-189.1667,"vaa_ba",-0.0779006909347289
"AGR",-188.3333,"vaa_ba",-0.0841489224077253
"AGR",-187.5,"vaa_ba",-0.0907900087718946
"AGR",-186.6667,"vaa_ba",-0.0977098365349101
"AGR",-185.8333,"vaa_ba",-0.104792085693927
"AGR",-185,"vaa_ba",-0.111920137332668
"AGR",-184.1667,"vaa_ba",-0.118978939572006
"AGR",-183.3333,"vaa_ba",-0.125856797934475
"AGR",-182.5,"vaa_ba",-0.132447058565857
"AGR",-181.6667,"vaa_ba",-0.138649655753851
"AGR",-180.8333,"vaa_ba",-0.144372498715963
"AGR",-180,"vaa_ba",-0.149532676606443
"AGR",-179.1667,"vaa_ba",-0.154057465016943
"AGR",-178.3333,"vaa_ba",-0.157885121813045
"AGR",-177.5,"vaa_ba",-0.160965464850689
"AGR",-176.6667,"vaa_ba",-0.16326022884355
"AGR",-175.8333,"vaa_ba",-0.164743203296794
"AGR",-175,"vaa_ba",-0.16540015788077
"AGR",-174.1667,"vaa_ba",-0.165228565792743
"AGR",-173.3333,"vaa_ba",-0.164237139457187
"AGR",-172.5,"vaa_ba",-0.162445196267593
"AGR",-171.6667,"vaa_ba",-0.159881874909423
"AGR",-170.8333,"vaa_ba",-0.156585225073049
"AGR",-170,"vaa_ba",-0.152601195030024
"AGR",-169.1667,"vaa_ba",-0.147982542584043
"AGR",-168.3333,"vaa_ba",-0.142787695313541
"AGR",-167.5,"vaa_ba",-0.137079585805321
"AGR",-166.6667,"vaa_ba",-0.130924486762565
"AGR",-165.8333,"vaa_ba",-0.124390869494768
"AGR",-165,"vaa_ba",-0.117548307413189
"AGR",-164.1667,"vaa_ba",-0.110466443826674
"AGR",-163.3333,"vaa_ba",-0.103214040631968
"AGR",-162.5,"vaa_ba",-0.095858121500667
"AGR",-161.6667,"vaa_ba",-0.0884632199678553
"AGR",-160.8333,"vaa_ba",-0.0810907395148672
"AGR",-160,"vaa_ba",-0.0737984294007089
"AGR",-159.1667,"vaa_ba",-0.0666399767227725
"AGR",-158.3333,"vaa_ba",-0.0596647120627624
"AGR",-157.5,"vaa_ba",-0.0529174231779055
"AGR",-156.6667,"vaa_ba",-0.0464382686023118
"AGR",-155.8333,"vaa_ba",-0.0402627807910448
"AGR",-155,"vaa_ba",-0.03442194662124
"AGR",-154.1667,"vaa_ba",-0.0289423516994675
"AGR",-153.3333,"vaa_ba",-0.0238463740383162
"AGR",-152.5,"vaa_ba",-0.0191524122701037
"AGR",-151.6667,"vaa_ba",-0.0148751336601359
"AGR",-150.8333,"vaa_ba",-0.011025727750825
"AGR",-150,"vaa_ba",-0.00761215248307078
"AGR",-149.1667,"vaa_ba",-0.00463936106214886
"AGR",-148.3333,"vaa_ba",-0.00210949961063304
"AGR",-147.5,"vaa_ba",-2.20677197015769e-05
"AGR",-146.6667,"vaa_ba",0.0016259636959745
"AGR",-145.8333,"vaa_ba",0.00284008039024023
"AGR",-145,"vaa_ba",0.00362819925814909
"AGR",-144.1667,"vaa_ba",0.004000687413998
"AGR",-143.3333,"vaa_ba",0.00397042157695997
"AGR",-142.5,"vaa_ba",0.00355288120746836
"AGR",-141.6667,"vaa_ba",0.00276626681331897
"AGR",-140.8333,"vaa_ba",0.00163163312000442
"AGR",-140,"vaa_ba",0.00017302543135453
"AGR",-139.1667,"vaa_ba",-0.00158239345983518
"AGR",-138.3333,"vaa_ba",-0.00360423898121801
"AGR",-137.5,"vaa_ba",-0.00585883635119543
"AGR",-136.6667,"vaa_ba",-0.00830920085377375
