subject,label,condition,trial,meanAmplitude,Alpha_bandPower,Beta_bandPower,Delta_bandPower,Theta_bandPower,Alpha_bandITPC,Beta_bandITPC,Delta_bandITPC,Theta_bandITPC
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,50,28.76282484706465,3317.649823072108,3031.0860228664833,3825.523221520654,5185.567377510324,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,51,-0.16636033814671858,68948.52544800357,5262.111648138618,115027.63502006317,23446.091297464776,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,52,127.21275516242046,6504.690826262875,7423.181248581248,425382.28596970736,46592.803158152405,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,53,48.431251717593746,243393.99079282102,152153.296926735,1547047.9855763305,255251.19465146045,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,54,19.218316631736382,27096.670250381052,3413.9808318058317,259995.3128610446,196988.63353695857,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,55,-4.021629924221983,6218.533498217545,2153.0156610437366,12542.85804976046,20169.00454005041,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,56,32.14791130710799,46160.19412404481,3179.923156540663,34113.567855187895,107380.58660598959,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,57,8.257681765998806,5314.59353281205,2727.734537518001,310004.73080575,23889.092158286167,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Involuntary_OutcomeOnsetReportSound,58,-7.698612275835974,55369.36972447273,4528.230739662156,80814.32480457821,61500.765059915204,0.05053033131802084,0.13000371690462245,0.10080577394731395,0.08466587161266642
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,1,37.7110009124174,13941.378875159093,4957.905601329893,61863.69912029825,28853.559606008774,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,2,-10.69545293941952,4893.457933769628,6172.232037829935,33630.589439506555,22383.28285576507,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,3,-4.825190833920795,9298.469224621866,8983.604898844798,108411.9548550165,46071.29696722234,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,4,-0.09943984934699733,10915.737036339802,9309.420261591655,51033.6561808056,33497.11640391305,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,5,-53.199459558772745,59780.545968247854,5209.419034470183,78425.01552284007,55688.52750993558,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,7,37.46599874004456,6278.524841173926,5812.907733400324,96866.23109178005,101366.03619421576,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,8,9.140822418536288,22919.164763565255,6010.050592194957,19728.57261517667,47886.45473815516,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,9,48.24179424619402,21044.581652475965,7250.073414756368,158433.0555177235,18552.277921370634,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,10,13.413716679595543,3430.8472902878107,6951.98751987568,70072.09727303655,37406.58593725245,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,11,-51.02676690527393,81562.12669603665,7469.885522820773,51041.12438872369,121791.41149163371,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
2,chan83-chan84,Voluntary_OutcomeOnsetReportSound,13,20.966188724996027,12152.646338935025,5278.175982004025,219331.71147462193,45610.71003320955,0.13059228228969022,0.14458363798588914,0.2879264757801729,0.09168519670653305
