subject,condition,trial,meanAmplitude,Alpha_bandPower,Beta_bandPower,Delta_bandPower,Theta_bandPower,Alpha_bandITPC,Beta_bandITPC,Delta_bandITPC,Theta_bandITPC
2,is_s,1,0.517123828852103,60.44228142653319,27.588350513493907,13.624229001304878,37.140983437064165,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,2,0.7863560994020047,17.35555731029522,8.70771527711702,42.30265720811176,45.798932069186755,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,3,0.49111510641969525,19.079675282142382,35.09569563979499,27.66852352019738,12.274706253897024,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,4,0.027832064580870154,4.059352298333121,10.51938445520996,7.353627144106011,8.195469040191046,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,5,0.38537088281040366,25.108854366975113,28.20539181545991,5.554621290508939,9.009242808822425,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,6,0.01813610785823988,4.380448237300432,4.642527309663333,10.29150924679562,13.82945324701881,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,7,0.24740585864798237,27.627948432372765,6.666202436347798,10.352559550992613,12.207199311043887,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,8,-0.10574203970893645,5.306312260185731,5.749375057365307,47.41319343261914,14.431104738375213,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,9,0.08586169323869491,0.547268637110973,4.021988736336972,8.128959884860405,4.658027089931971,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,10,0.6636180989852902,5.051564053719813,9.113308119054436,17.43064546818437,13.353131660795087,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,11,-0.4111711397721059,3.5104960182947975,4.02312410706223,7.038340666310363,7.764618211698805,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,12,-0.06908876998937745,5.933621943345446,4.605521692104394,14.535695745463313,8.173312699593525,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,13,0.2307886026765581,9.905940497698735,7.170846869505157,24.34617674374058,9.347861217875662,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,14,0.259177199586893,3.758779290396537,8.355763051233767,19.01545197745719,32.961582330023155,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,15,-0.11117256172706436,3.47215134643205,17.689950765992158,8.401830762746302,2.793673549035307,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,16,1.9196826940144094,15.977521077157357,3.5382414882163538,48.24626341693758,6.881545063951808,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,17,-0.3820677314499464,8.559587822561827,14.347596624981854,15.315883103897274,21.720145069709993,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,18,0.5445208038774789,21.97978203684165,12.435261372256903,104.46223880546776,83.5156635505155,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,19,-0.6520154685299069,24.711222516303845,20.117083560355848,75.56856356912458,9.362926964184634,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,20,0.5695852371665919,5.324504737916483,11.730061082661875,11.134447314362884,36.52319074963704,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,21,-0.2323250991312077,14.704031518725035,6.094425808593094,14.158353870041395,7.914208896067759,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,22,-0.035584268162672746,5.694229715692788,3.9695104378989425,1.1727941291551554,4.324141622251946,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,23,-0.5122054131429131,34.364992953625155,4.317092803888325,20.812038168294396,45.06654459276787,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,24,0.23220014126307253,8.621440845505473,3.3687596670617537,11.054375334984613,7.053467682623489,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,25,0.9043219691936075,14.973177206648995,8.540385497322797,65.48330436995272,34.77694892435412,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,26,-0.34537622845974697,9.400743592191365,9.547359214866827,25.686701520526555,10.00621629850285,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,27,0.701094990227872,10.38494162447957,4.21111028331603,12.340847730557316,5.131307273165808,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,28,0.4496188540139324,51.668765214486264,10.090506964487732,45.61892992750669,26.834161118486364,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,29,-0.5516733019179102,4.134985698832417,3.904743884804435,10.807186352615124,8.371810716867007,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,30,0.115396101647109,13.336523489888227,10.633590449622087,27.56752074214867,4.1241617440638905,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,31,-0.616074715885887,3.71257588694128,1.9906569634946465,31.33395711663337,5.384473100299175,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
2,is_s,32,0.09062247585475935,6.340196899131231,3.1878491354761853,2.028912213353728,4.331317917092653,0.22077949035853217,0.1193600940252069,0.1969894920842028,0.20466667575818343
