subject,condition,trial,meanAmplitude,Alpha_bandPower,Beta_bandPower,Delta_bandPower,Theta_bandPower,Alpha_bandITPC,Beta_bandITPC,Delta_bandITPC,Theta_bandITPC
2,a50_an,1,0.7719977807436308,9.22666478651587,33.376624742560644,20.851301887259353,16.70672590941276,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,2,0.04518052698161927,8.210872372224012,46.56930344788349,40.3532814662541,20.866701426279754,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,3,-0.9225374758493827,2.7675185145416825,7.617428025569233,33.31853148907805,25.54449771419885,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,4,0.5418848318232546,12.359283032871042,8.18656781779131,24.69062495923332,40.0112115775865,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,5,-1.042939691112411,9.038151383780992,23.98780422673049,33.92510651772415,18.973822283215434,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,6,-0.11027646513072283,11.38911357094059,16.720772210656794,61.10585266469817,16.63153133074727,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,7,0.2383630124706156,24.479547334557296,8.927502301022495,60.000605524802324,93.55781313518963,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,8,0.5298347160176107,9.896341022532054,27.289734032622306,140.68149131846087,18.43643902158307,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,9,-0.5862838550061226,17.213480662938235,12.743763886539133,34.695665158183886,10.885229292680712,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,10,0.005069512941079464,3.9503387249727457,8.151928717686134,81.49277412122998,16.952646270334068,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,11,-0.16446029815171279,2.493505635337969,4.6963763703423345,9.529306507413105,10.70497652637401,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,12,0.3829055573991665,4.830750249204194,6.250632837279185,2.718461341517796,6.8322741789789125,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,13,0.6235805656785224,29.641348880290067,55.055334855165455,112.95113320908199,76.5243047282267,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,14,0.44891152832763,84.26735175291329,119.4149105041623,110.14772903262605,181.89295950901413,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,15,-0.060407607815193595,13.914087816000867,12.487418662706997,35.81021838535598,17.17802941439947,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,16,0.3781262046244292,5.684955012387493,4.567188813925177,9.319516956925744,4.580545854800615,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,17,-0.557229769838616,23.754606038291207,27.658881196542268,34.44313549724809,10.397522028448707,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,18,-1.496096998920305,60.91394084883359,75.23097866141863,47.008185541394866,16.436400410310927,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,19,2.00387244068987,212.77880915154145,73.79331071825645,26.97681326713266,16.4238617434591,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,20,1.1385729202438264,4.0452443163124014,1.7010253633431467,28.844138623224076,12.832654117496755,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,21,1.7277323289689788,12.269250043134987,20.829953469750926,143.0123530010635,18.359218685604255,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,22,1.9670126339243494,2.2227773595956357,7.803071931680054,4.868650141279188,8.816423777375443,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,23,0.09448584356318611,13.601038072656408,28.635093655213794,16.15416259683485,8.534389333090322,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,24,-0.334936405194836,3.593918136818523,3.593735817278308,6.040830046089753,7.240300770183493,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,25,-0.6234231329871336,12.141842536192334,19.031750942668168,1.4318242611197196,20.807496653347325,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,26,-0.43043039655141996,52.82234485029078,41.81698210053224,110.2939912186468,117.64391276275974,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,27,1.6265981183048663,1.2529361619917303,12.745505575106282,5.870944710603012,4.345570633086974,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,28,0.7972539985875973,7.36424376295778,7.385447976541571,14.591086687236464,31.52746680024695,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
2,a50_an,29,1.2861079587064796,24.229614382179413,78.79472294712647,65.07027658195936,56.272301970103484,0.17700187042480842,0.15883589454896277,0.1440709229415914,0.1714590384131103
